Frame,X_metros,Y_metros,Velocidad_X,Velocidad_Y,Aceleracion_X,Aceleracion_Y,Velocidad_Y_Teorico,Posicion_Y_Teorico,Posicion_Ajuste_Viscoso_Y,Velocidad_Ajuste_Viscoso_Y,Aceleracion_Ajuste_Viscoso_Y,Fuerza_Rozamiento_Y,Fuerza_Rozamiento_Y_Teorico,Impulso,Impulso_Teorico,Trabajo_Experimental,Trabajo_Teorico,Energia_Potencial,Energia_Cinetica,Energia_Mecanica,Energia_Potencial_Teorico,Energia_Cinetica_Teorico,Energia_Mecanica_Teorico,Energia_Potencial_Ajuste,Energia_Cinetica_Ajuste,Energia_Mecanica_Ajuste
11,-0.013602499911224707,4.181818827456417,-0.14286424487766836,-1.1444337914136682,-2.036575405702933,-11.550726181599202,-1.6035274127755614,4.1272811977045,4.128449240556856,-1.6132366023632987,-5.8079659469570935,0.14610723359868208,0.20471866178547998,0.009848009143788174,0.02119719762525492,-0.007193799545425556,-0.024061306173719956,4.102364269734745,0.06548643514647316,4.167850704881219,4.048862854948115,0.1285650081761343,4.177427863124249,4.0500087049862765,0.13012661676023402,4.18013532174651
12,-0.01611022335854548,4.155525727069357,-0.15654273640850896,-1.3648094882994322,-2.006178757856616,-12.614608856219789,-1.731540873946915,4.099485178865784,4.100985183366374,-1.7429403724439108,-5.8079659469570935,0.174242092658189,0.22106184635016757,0.012752044021424658,0.024881561731091045,-0.011157253900776308,-0.030440933217478084,4.07657073825504,0.09313524696760789,4.169705985222647,4.0215949604673344,0.1499116899074423,4.171506650374777,4.0230664648824135,0.15189205709474593,4.174958521977159
13,-0.018541955186250476,4.127636802670366,-0.14742374205461525,-1.5441497105926594,-0.7599161961578113,-12.34103902560264,-1.856859245696823,4.069578141065984,4.071464645705491,-1.8700584058643404,-5.8079659469570935,0.19713804692730302,0.23706095503853727,0.01603767813687971,0.0288325776484,-0.016230764869269592,-0.03777741365342853,4.049211703419629,0.11921991643616969,4.168431619855799,3.9922561563857304,0.17239631291648871,4.164652469302219,3.994106817437087,0.17485592206719391,4.1689627395042805
14,-0.020669720535492344,4.09997585313022,-0.14134441248535276,-1.6368594865239317,0.03039664784631191,-9.84851390220527,-1.9795392682065371,4.037604527950466,4.039935310803427,-1.994642251119067,-5.8079659469570935,0.20897409108337398,0.25272323173920785,0.01952057965493594,0.03304463151072013,-0.02193178525972854,-0.04611533967369224,4.022076311920746,0.13396544893116946,4.156041760851916,3.960890041919408,0.19592878571858363,4.156818827637991,3.9631765398981624,0.19892988549746693,4.1621064253956295
15,-0.02120166187280281,4.073302794645081,-0.10182877028514654,-1.6444586484855073,1.0942793224672485,-5.592983203721502,-2.099636487096512,4.0036078474848855,4.006443756267256,-2.116742429046764,-5.8079659469570935,0.20994425863714974,0.2680557678339648,0.02301965063222177,0.037512227641286214,-0.027685862789990856,-0.05549566751903997,3.995910041546825,0.13521221232893907,4.131122253875764,3.927539298382673,0.22042366889734907,4.147962967280022,3.9303213248981783,0.22402992554633971,4.154351250444518
16,-0.01968182948048719,4.046781719399174,-0.022797485884734278,-1.617101665423828,2.49252512339762,-1.4590390966233713,-2.217205278575699,3.96763069165421,3.9710354797177647,-2.2364084533173534,-5.8079659469570935,0.206451655443556,0.2830655054085129,0.026460511556281038,0.04222998606476143,-0.033250084720778866,-0.06595590639861418,3.96989286673059,0.13075088981582592,4.100643756546416,3.8922457085127804,0.24579996236719712,4.138045670879977,3.8955858056031274,0.2500761385034659,4.145661944106593
17,-0.01717410603316642,4.0178289123255615,0.0699122900465185,-1.642938816093178,4.2251340506374255,-0.12158659138492567,-2.332298874061368,3.929714755747024,3.9337549238308873,-2.353688850510623,-5.8079659469570935,0.20975022512639277,0.29775924039563245,0.029956348641720917,0.0471926400713553,-0.03899353116318609,-0.0775302987505492,3.9414901629913763,0.13496239767128268,4.076452560662659,3.855050175387831,0.2719809018973962,4.127031077285227,3.8590135802781007,0.27699256025090085,4.136006140529002
18,-0.015274315542771892,3.985228507510392,0.11854692660061834,-1.7614857426937824,4.407513937715298,-2.3405418841655035,-2.4449693842806015,3.889900857233823,3.894645500798517,-2.4686311797945715,-5.8079659469570935,0.22488483896529823,0.31214362565216136,0.033704429291142556,0.05239503383222466,-0.04559572178960875,-0.0902499922208472,3.909509165867695,0.15514160108567332,4.064650766953369,3.8159927409463807,0.2988937645034732,4.114886505449854,3.8206472362833455,0.3047069950926969,4.1253542313760425
19,-0.015578282021235016,3.948600546855586,0.08207094918504347,-1.9636234508717632,2.0973687013955553,-6.930435708958704,-2.555267822864383,3.8482289542478787,3.853749616222152,-2.581282052211449,-5.8079659469570935,0.250691295895743,0.3262251739711985,0.0378826175560716,0.057832120065077965,-0.05380011024878064,-0.10414320372179618,3.87357713646533,0.1927908528406766,4.0663679893060065,3.775112604117169,0.3264696823283042,4.101582286445473,3.7805283735139317,0.33315085165344743,4.113679225167379
20,-0.0176300557508611,3.908400980078838,-0.009118994353893637,-2.1885586449344707,-1.5806256880082425,-10.912396576825856,-2.663244129444942,3.8047381636770043,3.811108692452511,-2.6916871495793138,-5.8079659469570935,0.2794082554875152,0.3400102610308886,0.04253942181419686,0.0634989577489261,-0.06399179946566831,-0.11923537591582212,3.8341413614573403,0.23948944711587036,4.073630808573211,3.7324481385671415,0.3546434646511474,4.087091603218289,3.7386976272959136,0.36225898556052055,4.100956612856434
21,-0.02013777919818188,3.8660736479528475,-0.09726927310819973,-2.3830971911508936,-4.316323994176361,-12.432228969142223,-2.7689471922668427,3.7594667788744474,3.7667631913879926,-2.7998912430167793,-5.8079659469570935,0.30424454486418645,0.353505128281128,0.04761016422859996,0.0693907098869449,-0.07607587147048206,-0.13554932645592144,3.7926182486417437,0.28395761112356394,4.076575859765308,3.6880369100758332,0.38335342767812164,4.071390337753955,3.695194690751621,0.3919695486361023,4.087164239387723
22,-0.022569511025886883,3.8229863996307003,-0.13982458009303736,-2.5122829444977146,-4.4379105855616165,-10.973189872519029,-2.872424870322024,3.7124522869969008,3.7207526367445016,-2.9059382110984497,-5.8079659469570935,0.32073739327837936,0.3667158857694943,0.05295578744990628,0.07550264131643647,-0.08950558951708086,-0.15310539029969586,3.750349658037717,0.3155782796607054,4.065927937698422,3.64191569354396,0.4125412317822248,4.054456925326185,3.6500583366463566,0.4222238443361029,4.07228218098246
23,-0.025989133908597015,3.7792152267320103,-0.1671815631547183,-2.583715066936554,-3.1612513760164926,-7.903128440041662,-2.973724015018835,3.663731385977498,3.6731156358089105,-3.009871057648421,-5.8079659469570935,0.3298569682838754,0.3796485149076826,0.058453403587970874,0.08183011656489785,-0.1037098631652319,-0.17192155540048273,3.7074101374241026,0.3337791773557481,4.04118931477985,3.5941204896439256,0.442151725874987,4.036272215518912,3.6033264387285415,0.45296618918348125,4.056292627912023
24,-0.02925677355207557,3.733772238201773,-0.1823798870778738,-2.646028195021488,-1.7022122793934813,-5.258620077411891,-3.0728904913948623,3.613340001141472,3.623889900688132,-3.111731929179051,-5.8079659469570935,0.33781234222483864,0.392308871179698,0.06408360929171818,0.08836859775122614,-0.11860754620111807,-0.19201359206611518,3.66283056567594,0.3500732604424337,4.012903826118373,3.544686541119784,0.4721327986052479,4.016819339725032,3.555035992575058,0.48414377995361885,4.039179772528676
25,-0.03206846347785943,3.6864294591811415,-0.18997904903945095,-2.731138808991176,-1.0030893789282715,-4.377117289869226,-3.1699691988831686,3.5613133014720035,3.573112269065484,-3.211562131982079,-5.8079659469570935,0.3486782188271327,0.40470268679303406,0.06989491293883707,0.09511364253111006,-0.1344790231225964,-0.21339517626343485,3.6163872994567003,0.37295595969888695,3.9893432591555875,3.4936483487440357,0.5024352360933999,3.996083584837436,3.50522313595324,0.5157065663790638,4.020929702332304
26,-0.033588295870175026,3.638174780725121,-0.15198323923156024,-2.8208089201377895,0.30396647846316155,-4.741877064024713,-3.265004091641325,3.507685715533621,3.520818724475794,-3.309402148879016,-5.8079659469570935,0.3601261959616897,0.41683557327403337,0.07589701620486522,0.10206090208567728,-0.1514098095549968,-0.23607800713479113,3.569049459891344,0.39784814819644615,3.96689760808779,3.4410396869384825,0.5330125859217297,3.974052272860212,3.453923168710754,0.5476071291502526,4.001530297861007
27,-0.03381627072902235,3.589160186072942,-0.09118994353893566,-2.89224104257662,1.8237988707787636,-4.924256951102635,-3.3580381984524643,3.4524909470603604,3.4670444161103733,-3.4052916556376123,-5.8079659469570935,0.3692457709671846,0.42871302400860933,0.08205111238765164,0.10920611915248743,-0.16920893911481577,-0.2600719189813741,3.5209661425375565,0.4182529124182347,3.939219054955791,3.386893619066214,0.5638210271132936,3.9507146461795077,3.4011705722042764,0.5798005629977575,3.980971135202034
28,-0.03343631263094346,3.5395376584638374,-0.02735698306168058,-2.9378360143460824,3.2524413195554076,-4.133944107098131,-3.449113642207343,3.3957619902157457,3.41182367816279,-3.499269537061043,-5.8079659469570935,0.3750667762898404,0.4403404167294765,0.08830222532581565,0.11654512609797871,-0.18757368383429873,-0.2853849879573225,3.472286442953025,0.4315440223594438,3.9038304653124687,3.331242512401647,0.5948192458430402,3.9260617582446873,3.3469990282776974,0.6122443646501704,3.959243392927868
29,-0.03351230425055924,3.488091331983954,0.0015198323923157342,-3.001668974823337,3.0700614324775195,-3.6172010937109533,-3.5382716589762513,3.3375311445315,3.355190048726068,-3.591373902756351,-5.8079659469570935,0.3832161837415596,0.4517230159510172,0.0946891617215083,0.12407384303049566,-0.20674515265741938,-0.3120236337081018,3.421817596676259,0.4505008317208492,3.872318428397108,3.274118052785402,0.6259683166357277,3.9000863694211296,3.291441437800273,0.6448983254699692,3.9363397632702424
30,-0.03465217854479596,3.433909307197902,-0.016718156315472105,-3.1050175775007993,1.4894357444692714,-4.2555306984835894,-3.6255526166794008,3.2778300295317497,3.29717628825172,-3.6816421025885306,-5.8079659469570935,0.39641046247291456,0.4628659753528873,0.10129600276272355,0.13178827595304377,-0.2272595102221464,-0.3399927161766439,3.3686650303611425,0.48205670782944665,3.850721738190589,3.2155512589706468,0.6572315888155426,3.872782847786189,3.234529938774938,0.6777244285776249,3.912254367352563
31,-0.03799580980789032,3.3760796846702927,-0.09118994353893724,-3.269159475870893,-1.276659209545133,-6.6264692304962125,-3.7109960333642302,3.2166895990493374,3.23781439758078,-3.770110741826521,-5.8079659469570935,0.4173660816344793,0.47377434011343766,0.1082521041232982,0.1396845149549344,-0.2500001149001875,-0.36929562779115593,3.3119341706615577,0.5343701839338226,3.8463043545953806,3.1555724966674004,0.6885745779822526,3.844147074649653,3.1762959240267454,0.710686750281786,3.8869826743085314
32,-0.04339121480061079,3.316654238130752,-0.197578211001031,-3.4287418770640343,-3.9819608678669347,-8.541458044813943,-3.794640595097929,3.1541401552407398,3.177135635556746,-3.8568156959872617,-5.8079659469570935,0.4377396002637776,0.4844530491940117,0.1155477641276945,0.14775873244150126,-0.27501504987808223,-0.3999343812393321,3.2536378076062684,0.5878135429766299,3.8414513505828984,3.094211492291166,0.7199648622982582,3.8141763545894243,3.116770058481168,0.7437513656406853,3.8605214241218535
33,-0.05053442704449419,3.256164908916591,-0.31764496999396474,-3.5548879656262233,-6.018536273569853,-8.99740776250848,-3.8765241734832583,3.090211362305921,3.1151705362301425,-3.9417921253838157,-5.8079659469570935,0.45384438165646,0.4949069375751499,0.12311183715530218,0.1560071814010871,-0.3019044820550426,-0.43190969302490945,3.194297775647176,0.6318614224077075,3.8261591980548832,3.0314973464221087,0.751371983380003,3.7828693298021117,3.05598229604177,0.7768862579868929,3.832868554028663
34,-0.0576016476687618,3.1957515713220452,-0.3921167572174296,-3.60656226696495,-6.018536273569847,-6.748055821881138,-3.9566838428056084,3.0249322599193356,3.051948925664156,-4.025074489383462,-5.8079659469570935,0.4604415210221369,0.5051407384457154,0.13078586250567112,0.1644261937085157,-0.3295813323194157,-0.4652210629940937,3.135032291466927,0.6503645692747679,3.785396860741695,2.9674585469808683,0.7827673515959478,3.750225898576816,2.993961896076537,0.8100612322542768,3.804023128330814
35,-0.06276907780263488,3.134122367813647,-0.3875572600404818,-3.650637406342101,-3.7995809807890155,-4.437910585561333,-4.035155896819065,2.9583312763781797,2.987499938350606,-4.1066965603815495,-5.8079659469570935,0.4660684928340381,0.5151590853459321,0.13855367071957175,0.1730121784642812,-0.3579387835503728,-0.4998668500113196,3.074574042825188,0.6663576736292092,3.740931716454397,2.9021229821269947,0.8141241555816836,3.7162471377086783,2.9307374395219448,0.8432478319524824,3.773985271474427
36,-0.06558076772841874,3.0708213486737015,-0.30092681367849095,-3.706871204857789,0.3343631263094761,-3.039664784631313,-4.111975865179063,2.8904362414738167,2.9218520332452864,-4.186691437496771,-5.8079659469570935,0.47324773273198256,0.5249665142653047,0.14644113293177147,0.18176162036870297,-0.3871765901041798,-0.5358443439560882,3.0124757430489013,0.6870447064701919,3.699520449519093,2.8355179528858145,0.8454172757907552,3.68093522867657,2.866336844613626,0.8764192596404389,3.742756104254065
37,-0.06679663364227123,3.0047086396079723,-0.18389971947018857,-3.8208586342814588,4.1643407549448215,-4.285927346330176,-4.187178529529089,2.821274399092225,2.8550330094314855,-4.265091559993411,-5.8079659469570935,0.4878002460386239,0.53456746569637,0.15457113703241518,0.19067107813030912,-0.41824018646886807,-0.5731498342052318,2.9476191754554213,0.7299480351581588,3.67756721061358,2.767670185509473,0.8766232019074693,3.6442933874169423,2.8007873822522877,0.9095503007563513,3.710337683008639
38,-0.06732857497958171,2.935480274137996,-0.09118994353893656,-3.9728418735130244,5.927346330030905,-6.444089343418469,-4.2607979392487065,2.7508724195491636,2.787070021420334,-4.341928720436005,-5.8079659469570935,0.5072035971141464,0.5439662866452118,0.16302453031765096,0.19973718290772932,-0.4518241812857266,-0.6117786747578766,2.8797061489293743,0.789173627596924,3.6688797765262984,2.6986058435777296,0.9077199539553013,3.6063257975330307,2.734115691013348,0.9426172506673525,3.6767329416807004
39,-0.06922836546997624,2.8645041014168573,-0.07295195483114997,-4.126344945136884,4.55949717694682,-8.389474805581898,-4.332867426870029,2.6792564116656448,2.7179895940963736,-4.417234077581772,-5.8079659469570935,0.5268009817004214,0.5531672325996465,0.17180454667932468,0.2089566367843901,-0.488053557417938,-0.6517253461535907,2.8100785234899375,0.8513361303128356,3.661414653802773,2.6283505398439977,0.9386870069415654,3.567037546785563,2.6663477918085428,0.9755978448074845,3.641945636616027
40,-0.07196406377614435,2.791248180107244,-0.10334860267746243,-4.269209190014562,1.611022335854523,-8.967011114662071,-4.4034196231696425,2.606451934589182,2.6478176373165954,-4.491038169015995,-5.8079659469570935,0.5450401317114135,0.5621744694559739,0.1808885488745149,0.21832621127532298,-0.5268350630717565,-0.6929835143277143,2.738214464685207,0.9113073554052399,3.6495218200904467,2.556929347831988,0.9695052188857739,3.5264345667177617,2.5975091022075802,1.0084711917779268,3.605980293985507
41,-0.07599161961578076,2.7161684599268523,-0.17326089272398093,-4.386236284222873,-1.641418983700887,-8.267888214196972,-4.472486471942779,2.5324840093661583,2.576579460170967,-4.563370923535537,-5.8079659469570935,0.5599807120395665,0.5709920754051624,0.19022156074184102,0.227842745865409,-0.567771858365305,-0.7355460865416497,2.6645612591882424,0.9619534370516638,3.626514696239906,2.4843668131882013,1.0001567620855585,3.4845235752737596,2.5276244504277185,1.041217709288479,3.5688421597161977
42,-0.08024715031426449,2.639188949256067,-0.22037569688576508,-4.506303043215807,-2.948474841092302,-7.59916196157846,-4.540099244466449,2.4573771302705643,2.5042997849123054,-4.634261673285465,-5.8079659469570935,0.5753093593892289,0.5796240427793237,0.1998100500649948,0.23750314657839774,-0.6109804969820752,-0.779405264519933,2.589044359220202,1.0153383558648021,3.604382715085004,2.4106869647954237,1.0306250574802414,3.441312022275665,2.4567180889989717,1.07381906282413,3.5305371518231015
43,-0.08450268101274822,2.561905472106818,-0.25077234473207727,-4.586854160008524,-2.9484748410922967,-6.352899399879242,-4.606288553658093,2.3811552758942205,2.4310027605631634,-4.703739165653728,-5.8079659469570935,0.5855931354592543,0.588074279859315,0.20956993565598236,0.247304384576053,-0.6557476688063039,-0.8245525949202112,2.5132292681367887,1.0519615542593754,3.565190822396164,2.3359133256522306,1.0608947119780783,3.3968080376303087,2.3848137081124636,1.1062581069252413,3.4910718150377047
44,-0.08769432903661101,2.4834821206633317,-0.23405418841660505,-4.653726785270411,-1.215865913852482,-5.349810020950763,-4.671084367936131,2.3038419200035367,2.356711976207209,-4.7718315749287035,-5.8079659469570935,0.594130609932484,0.5963466126442843,0.21947211248819046,0.2572434947867911,-0.7018296943628346,-0.8709790172567842,2.4362959603707286,1.082858649597164,3.5191546099678925,2.2600689235234697,1.0909514586188642,3.351020382142334,2.3119344486592723,1.1385188289743275,3.4504532776336
45,-0.09012606086431596,2.4032349703490676,-0.19757821100102935,-4.719079578139986,0.455949717694715,-4.2555306984835894,-4.734516024788719,2.2254600421676733,2.281450473972424,-4.838566513724348,-5.8079659469570935,0.6024740508949589,0.604444786583962,0.2295133466697731,0.26731757456319044,-0.7492150775284625,-0.9186749093931469,2.3575735059124354,1.1134856032408935,3.471059109153329,2.1831763013664878,1.1207820994490587,3.3039584008155467,2.238102914966948,1.1705862953867294,3.4086892103536774
46,-0.09126593515855265,2.3196441887717087,-0.13526508291608869,-4.845225666702184,2.3101452363197716,-5.1674301338731965,-4.7966122440568215,2.146032138162972,2.205240761713269,-4.9039710441775695,-5.8079659469570935,0.6185788322876424,0.6123724682744794,0.23982299387456715,0.2775237823677651,-0.799167644779775,-0.967630130713958,2.2755709491850467,1.1738105880634813,3.449381537248528,2.105257527537876,1.1503744509917908,3.255631978529667,2.163341187240717,1.202446600106602,3.365787787347319
47,-0.0926337843116367,2.233925641845108,-0.09878910550051384,-4.991129576364477,2.7053016583218246,-6.748055821881316,-4.857401140937654,2.0655802301583237,2.128104825398777,-4.9680716889223815,-5.8079659469570935,0.6372060493201428,0.6201332471184899,0.25044309469656956,0.2878593364864066,-0.8521739440964438,-1.0178340630820701,2.191481054650051,1.2455687224030123,3.4370497770530637,2.0263342057853158,1.179717292199121,3.206051497984437,2.0876708337162,1.2340868153136044,3.321757649029805
48,-0.094609566421647,2.147143212243886,-0.08967011114662082,-5.121835162103636,2.158161997088171,-8.055111679272997,-4.916910238714347,1.984125876686107,2.0500641412134164,-5.030894441845277,-5.8079659469570935,0.6538929312450937,0.627730636950335,0.2613413102173211,0.2983215137689122,-0.9079928075548127,-1.0692756496816664,2.106347491211252,1.3116597713880591,3.4180072625993114,1.946427485029071,1.2088003147786988,3.15522779980777,2.0111129225303617,1.2654949442494852,3.276607866779847
49,-0.09894108873974652,2.059828841305354,-0.1535030716238775,-5.196306949327099,-0.36475977415577604,-7.021625652498287,-4.975166481217615,1.9016901824032115,1.9711396873773723,-5.0924647786261765,-5.8079659469570935,0.6634005732720992,0.635168077626997,0.27239798643852275,0.3089076483960288,-0.9654466910395025,-1.1219434318441541,2.020692093320552,1.350080295581255,3.3707723889018073,1.8655580689375506,1.2376140757915632,3.103172144729114,1.9336880333172024,1.2966598760774077,3.2303479093946104
50,-0.10464046021093011,1.9716025709314324,-0.24013351798586824,-5.246461418273509,-2.8268882497070877,-5.106636838180645,-5.032196245025073,1.8182938076465556,1.89135195569275,-5.15280766706926,-5.8079659469570935,0.6698036791270209,0.6424489365855578,0.2835613810906398,0.3196151306724548,-1.0240150103787953,-1.1758255839492573,1.9341421220837354,1.376267870671624,3.3104099927553596,1.7837462253012712,1.2661499524222224,3.0498961777234936,1.855416268534588,1.327571342690388,3.182987611224976
51,-0.11102375625865571,1.8804886190121113,-0.32828379674017416,-5.333091864635491,-4.772273711871066,-4.225134050637092,-5.088025351403705,1.7339569777874275,1.8107209628220589,-5.211947577227813,-5.8079659469570935,0.6808635892400673,0.6495765103678668,0.2949091075779743,0.3304414058452526,-1.0845334781905074,-1.2309099464897248,1.8447593352508813,1.4220934418320628,3.266852777082944,1.7010117952094665,1.29440009882634,2.9954118940358065,1.77631726452844,1.3582198773885439,3.134537141916984
52,-0.11588721991406567,1.7865629771670062,-0.3389226234863829,-5.465317282766953,-3.708391037250108,-5.380206668797083,-5.142679078000921,1.6486994923888938,1.7292662613051863,-5.269908491327257,-5.8079659469570935,0.697744504675772,0.6565540261131104,0.30653818265590377,0.34138397294713774,-1.14809006319651,-1.2871840573842108,1.7526182806008332,1.4934846500655574,3.2461029306663907,1.617374202033505,1.32235740496542,2.939731606998925,1.696410202340388,1.3885967753481565,3.0850069776885443
53,-0.11907886793792842,1.689977628635349,-0.2887681545399662,-5.63249884592167,-0.9726927310819588,-7.720748552963208,-5.196182170289472,1.562540734170418,1.6470069503209275,-5.326713913490332,-5.8079659469570935,0.719088190858846,0.6633846430189596,0.31852298583688454,0.35244038366412045,-1.2155944532819827,-1.3446351816191935,1.6578680536912775,1.586252162465447,3.2441202161567246,1.5328524602211802,1.3500154573417102,2.8828679175628906,1.61571381826483,1.4186940558085746,3.0344078740734046
54,-0.12059870033024403,1.5924803806683023,-0.1914988814317664,-5.760164766876179,2.7356983061681555,-8.541458044813766,-5.248558852771413,1.4754996777837306,1.5639616861989736,-5.382386879268425,-5.8079659469570935,0.7353870057622843,0.6700714537719521,0.3307794359329226,0.3636082412269863,-1.2861936252921573,-1.4032503392972633,1.5622232534356046,1.6589749070780855,3.22119816051369,1.44746518390584,1.3773685015502586,2.8248336854560985,1.5342464141611931,1.4485044259060447,2.982750840067238
55,-0.12189055786371233,1.4949831327012555,-0.12006675899293329,-5.831596889315015,4.377117289868994,-7.32559213096124,-5.299832839946189,1.3875948984039592,1.480148692688183,-5.43694996498286,-5.8079659469570935,0.7445065807677799,0.6766174859477646,0.34318787894571895,0.37488519932611575,-1.358554662966823,-1.4630163321657266,1.4665784531799317,1.7003761139734277,3.1669545671533594,1.361230595334284,1.4044114065686046,2.7656420019028887,1.4520258675271076,1.4780212460863562,2.9300471136134636
56,-0.12257448244025437,1.3980938176911348,-0.06991229004651905,-5.837676218884282,4.377117289868942,-4.103547459252255,-5.350027347047812,1.2988445801398703,1.3955857709867443,-5.4904252968799865,-5.8079659469570935,0.7452827148108014,0.683025703382002,0.35560925752589895,0.3862689610491491,-1.4310666493100985,-1.5239197686962311,1.3715300351550035,1.7039231818263545,3.0754532169813578,1.2741665331172127,1.4311396307079725,2.705306163825185,1.3690696413379964,1.5072384970309844,2.876308138368981
