Frame,X_metros,Y_metros
1,0.0,4.28
2,-0.0024235560588901474,4.2775764439411095
3,-0.0016157040392600984,4.27676859192148
4,-0.0016157040392600984,4.273537183842959
5,-0.0032314080785201967,4.265458663646659
6,-0.004847112117780295,4.254148735371838
7,-0.00969422423556059,4.239607399018497
8,-0.011309928274820689,4.225066062665157
9,-0.014541336353340885,4.2072933182332966
10,-0.014541336353340885,4.187904869762175
11,-0.014541336353340885,4.165285013212533
12,-0.01777274443186108,4.139433748584372
13,-0.02261985654964137,4.11196677991695
14,-0.027466968667421668,4.082884107210268
15,-0.02908267270668177,4.052185730464326
16,-0.03231408078520196,4.016640241600604
17,-0.03554548886372216,3.979479048697622
18,-0.03877689694224236,3.9407021517553797
19,-0.040392600981502456,3.9019252548131376
20,-0.042008305020762554,3.863148357870895
21,-0.04523971309928274,3.8195243488108717
22,-0.04685541713854285,3.7726689316723294
23,-0.048471121177802945,3.7225821064552664
24,-0.05170252925632315,3.6741109852774634
25,-0.05493393733484334,3.6272555681389207
26,-0.059781049452623636,3.5787844469611176
27,-0.06139675349188373,3.5270819177047947
28,-0.06462816157040392,3.4721479803699515
29,-0.06785956964892413,3.417214043035108
30,-0.07109097772744433,3.3606644016610043
31,-0.07432238580596452,3.302499056247641
32,-0.07593808984522461,3.2411023027557575
33,-0.07916949792374482,3.1813212533031336
34,-0.08240090600226502,3.1183087957719895
35,-0.0856323140807852,3.055296338240846
36,-0.0872480181200453,2.9858210645526615
37,-0.08563231408078521,2.916345790864477
38,-0.07109097772744433,2.8711060777651944
39,-0.05654964137410345,2.8258663646659117
40,-0.04362400906002265,2.7790109475273694
41,-0.046855417138542854,2.7046885617214045
42,-0.05008682521706304,2.63036617591544
43,-0.053318233295583245,2.5511966779916952
44,-0.05170252925632315,2.4687957719894302
45,-0.05170252925632315,2.3815477538693846
46,-0.05170252925632315,2.2942997357493393
47,-0.053318233295583245,2.2038203095507742
48,-0.05493393733484334,2.1133408833522083
49,-0.05654964137410345,2.0212457531143824
50,-0.05816534541336354,1.9307663269158173
51,-0.05654964137410343,1.8370554926387317
52,-0.05493393733484334,1.741728954322386
53,-0.05654964137410343,1.6447867119667798
54,-0.05816534541336354,1.5494601736504343
55,-0.059781049452623636,1.4525179312948282
56,-0.059781049452623636,1.3507285768214423
57,-0.059781049452623636,1.2489392223480558
58,-0.06139675349188373,1.1455341638354095
59,-0.06139675349188373,1.0437448093620234
60,-0.06624386560966401,0.9403397508493772
61,-0.07109097772744433,0.8369346923367308
62,-0.07593808984522461,0.7335296338240845
63,-0.07916949792374482,0.6301245753114383
64,-0.07916949792374482,0.5283352208380521
65,-0.08078520196300493,0.42816157040392594
66,-0.08240090600226502,0.3263722159305398
67,-0.0872480181200453,0.21973574933937337
68,-0.0856323140807852,0.11633069082672698
