Frame,X_metros,Y_metros,Velocidad_X,Velocidad_Y,Aceleracion_X,Aceleracion_Y,Fuerza_Rozamiento_Y,Velocidad_Y_Teorico,Posicion_Y_Teorico,Impulso,Energia_Potencial,Energia_Cinetica,Energia_Mecanica,Energia_Potencial_Teorico,Energia_Cinetica_Teorico,Energia_Mecanica_Teorico
50,-0.5400510630900779,4.261120997794512,-12.106741414338961,21.280262486011967,-263.82243082037763,527.0124615668764,30.97686434621038,-124974.60562328473,-8580.573572917676,-0.9195734838958091,4.180159698836417,22.642478573678414,26.82263827251483,-8417.54267503224,780932602.5347776,780924184.9921026
54,-1.0238371196071407,5.190144606325308,-21.30165248851082,39.90165466140829,-437.3418510913381,879.9289027954334,58.083312856138356,-329822.6494966874,-22653.031576930374,0.0484817303731635,5.091531858805128,79.60710223591428,84.69863409471941,-22222.623976968698,5439149006.050735,5439126783.426759
56,-1.432851167389156,5.982365198874444,-25.97211303412537,49.696415805656095,-460.35005377921226,934.464109166369,72.34117210333214,-535808.3046106765,-36803.66284012743,1.2541679320953658,5.86870026009583,123.48668719643325,129.3553874565291,-36104.39324616501,14354526964.488373,14354490860.095127
57,-1.6119226883087265,6.332045239724916,-21.437432504372975,41.41848483860809,-186.6138218006803,402.76444705192245,60.29130454168462,-682926.3500598725,-46910.26081361798,2.259023007790109,6.2117363801701435,85.7745443163004,91.98628069647054,-46018.96585815924,23319419980.304977,23319373961.33912
58,-1.6373116912747316,6.38375324576557,-12.269491433351819,23.87217278880524,180.64322110317997,-320.58963745206097,34.749809059648406,-870438.864739754,-59791.84885261294,2.8381864921175826,6.262461934096025,28.49403168292867,34.756493617024695,-58655.803724413294,37883190862.47159,37883132206.66786
59,-1.5851386851797542,6.284847734211189,-3.0457503558119647,6.0496507067349015,458.52725356626814,-872.9353019784239,8.806245195878804,-1109437.0315126658,-76210.36102491584,2.9849572453822293,6.165435627261177,1.8299136836749046,7.995349310936081,-74762.36416544244,61542526344.58179,61542451582.21762
60,-1.5848131851417286,6.285312734265512,0.5421900633399579,-0.934650109188091,439.5924513542587,-847.0626989559237,-1.3605344230373764,-1414057.3594855883,-97136.93702068467,2.96228167166494,6.165891792314468,0.043678541330265525,6.209570333644733,-95291.33521729166,99977910795.76772,99977815504.4325
61,-1.584650435122715,6.28538248427366,1.0532251230403311,-1.9674152298382097,266.45433112784303,-516.791760372869,-2.8638911163537926,-1802317.8447741615,-123809.36412054085,2.914550153059044,6.165960217072461,0.19353613432996677,6.359496351402427,-121456.98620225058,162417480679.56894,162417359222.58273
62,-1.5847201851308637,6.285173234249215,0.008370000977810932,0.006510000760524548,61.08240713579551,-120.86281411948754,0.00947635916544972,-2297183.717448035,-157805.29110930595,2.914708092378468,6.165754942798481,2.11900549510151e-06,6.165757061803976,-154806.99057822916,263852651585.4186,263852496778.42804
63,-1.5850224351661732,6.284684984192176,-0.004185000488892143,-0.012555001466711957,-10.927501276577003,18.44190215442758,-0.018275835533347,-2927925.8125527017,-201135.5446671473,2.9144034951195787,6.165275969492526,7.88140309145697e-06,6.165283850895617,-197313.96931847153,428637478190.61993,428637280876.65063
