Frame,X_metros,Y_metros,Velocidad_X,Velocidad_Y,Aceleracion_X,Aceleracion_Y
1,0.0,4.280687700847211,0.0,0.0,0.0,0.0
2,0.0,4.272747881974877,0.0,-0.47638913234003155,0.0,0.0
3,0.0,4.261307040607655,0.0,-0.5814198071866628,0.0,-6.301840490797872
4,0.0,4.246365176745549,0.0,-0.6864504820332407,0.0,-6.301840490796273
5,0.0,4.227067874184442,0.0,-0.9136001558086981,0.0,-8.744220469373332
6,0.00016671535689940015,4.2051448047521705,0.003334307137988003,-1.1232447171096993,0.06668614275976005,-10.836498198460731
7,8.33576784497096e-05,4.1819713701431525,0.001667153568994192,-1.287876132047927,0.03334307137988384,-12.028513000293728
8,-0.000500146070698205,4.156630635894443,-0.010002921413964102,-1.4087447657999874,-0.20005842827928202,-9.902892199825786
9,-0.0018338689258934346,4.127788879150845,-0.040011685655856694,-1.547118512026504,-0.8669198558768939,-8.477475898336095
10,-0.0032509494595383596,4.096279676696858,-0.06668614275976138,-1.7138338689258958,-1.3670659265751113,-8.519154737559376
11,-0.004668029993183294,4.061936313175581,-0.08335767844970178,-1.8938864543772382,-1.4670951407147534,-9.702833771545016
12,-0.005835037491479152,4.02575908072841,-0.08002337131171434,-2.040595968448713,-0.800233713117153,-9.869549128444177
13,-0.007085402668224696,3.985830752751001,-0.07668906417372674,-2.208978478917132,-0.2000584282793072,-9.90289219982472
14,-0.008585840880319363,3.942734832992505,-0.07835621774272139,-2.384029603661517,0.1000292141396078,-9.802862985685579
15,-0.01033635212776314,3.8962212484175707,-0.09002629272567976,-2.5907566462167786,-0.2000584282793083,-11.003213555361313
16,-0.012503651767455423,3.8477904372382934,-0.10836498198461453,-2.7608063102541536,-0.6335183562177557,-11.036556626740435
17,-0.014504236050248306,3.7966088226701755,-0.11836790339857885,-2.9225202064465883,-0.8002337131171492,-10.769812055701422
18,-0.016504820333041185,3.7434266238192646,-0.12336936410556089,-3.0558924919661212,-0.6668614275976226,-9.302716914986853
19,-0.0177551855097867,3.6874102639010644,-0.1050306748466255,-3.2076034667445796,0.06668614275978062,-8.935943129808521
20,-0.019005550686532233,3.629309962021621,-0.09002629272567857,-3.3459772129710874,0.5668322134580056,-8.469140130489983
21,-0.020422631220177186,3.568708929788687,-0.07835621774272002,-3.4943538806115537,0.9002629272568173,-8.76922777290865
22,-0.022339857824520352,3.505857240237611,-0.09169344629467308,-3.63106047326907,0.2667445710390484,-8.469140130489805
23,-0.023756938358165308,3.440171389619245,-0.0950277534326615,-3.7827714480475194,-0.10002921413965861,-8.73588470152864
24,-0.024590515142662327,3.3719014509689385,-0.08335767844970282,-3.9361495763949694,-0.10002921413965611,-8.835913915668314
25,-0.024590515142662313,3.3010474242866907,-0.04501314636283921,-4.096196319018404,0.9336059986366774,-9.302716914986675
26,-0.025007303534910853,3.2275259518940524,-0.025007303534910902,-4.252908754503855,1.4004089979550118,-9.402746129126704
27,-0.026174311033206707,3.151337033791024,-0.031675917810887605,-4.411288343558288,1.0336352127763044,-9.502775343266379
28,-0.028174895315999596,3.072730743012954,-0.07168760346674567,-4.566333625474739,-0.5334891420781291,-9.402746129126704
29,-0.029758691206543956,2.9911235758106947,-0.09502775343266205,-4.728047521667156,-1.400408997955023,-9.502775343266023
30,-0.030258837277242157,2.906598889862696,-0.08169052488070899,-4.8947628785665565,-1.0002921413964276,-9.669490700165362
31,-0.03034219495569186,2.819156685168957,-0.04334599279384523,-5.071481156879933,0.5668322134580089,-10.10295062810389
32,-0.030508910312591262,2.729630538513976,-0.015004382120946125,-5.229860745934376,1.6004674262343188,-10.036264485344404
33,-0.03142584477553799,2.638187165254652,-0.023340149965916657,-5.368234492160884,1.167007498295847,-9.469432271886546
34,-0.03300964066608235,2.544326419320287,-0.053348914207809815,-5.4966053169734055,-0.20005842827929152,-8.502483201869442
35,-0.03459343655662671,2.4468812932125834,-0.08169052488070892,-5.654984906027849,-1.333722855195256,-8.50248320186946
36,-0.03567708637647286,2.346268575323792,-0.08502483201869736,-5.8383717986172,-1.2336936410556139,-9.402746129126331
37,-0.0361772324471711,2.242488265653912,-0.06335183562177508,-6.036763073327496,-0.20005842827930528,-10.803155127081803
38,-0.03659402083941961,2.137124160093487,-0.040011685655858,-6.1951426623819295,0.8335767844970187,-10.80315512708161
39,-0.037427597623916634,2.0294260395364705,-0.03501022494887554,-6.336850715746429,1.0002921413964365,-9.96957834258458
40,-0.03842788976531306,1.9196439770182117,-0.04501314636283921,-6.456885772714007,0.36677378517871767,-8.40245398773023
41,-0.04026175869120653,1.8071944687895622,-0.07335475703573846,-6.598593826078495,-0.6668614275976091,-8.069023273931304
42,-0.04192891226020058,1.692160872528972,-0.09002629272567897,-6.745303340149969,-1.1003213555360685,-8.1690524880708
43,-0.043179277436946134,1.5737929691303938,-0.09502775343266141,-6.917020157756357,-1.000292141396444,-9.202687700847001
44,-0.04417956957834257,1.4525909046645256,-0.07835621774272078,-7.092071282500734,-0.10002921413964623,-9.869549128444781
45,-0.04568000779043724,1.3288047521667166,-0.07502191060473312,-7.26712240724511,0.3000876424189171,-10.436381341902816
46,-0.047847307430129535,1.2033514460999135,-0.09336059986366801,-7.408830460609605,0.03334307137986814,-9.836206057064949
47,-0.050264680105170906,1.0761476287856664,-0.12170221053656671,-7.5288655175771835,-0.8669198558769186,-8.735884701528995
48,-0.05193183367416494,0.9470265848670765,-0.1250365176745541,-7.635563345992803,-1.0002921413964192,-7.368818774953851
