Frame,X_metros,Y_metros,Velocidad_X,Velocidad_Y,Aceleracion_X,Aceleracion_Y
37,-0.02850306459217347,2.224247996228196,-0.0033631934622033177,-6.112604117554614,-0.5044790193305088,-11.064906490648951
38,-0.03035282099638533,2.117214364293574,-0.0504479019330508,-6.280763790664778,-1.5807009272356007,-10.99764262140468
39,-0.03245481691026244,2.00849913562785,-0.10425899732830479,-6.415291529152931,-2.8923463774949156,-9.887788778878459
40,-0.033547854785478524,1.8977659908848041,-0.10089580386610104,-6.529640106867838,-1.9506522080779547,-8.340719786264472
41,-0.03371601445858868,1.7844263712085506,-0.06726386924406705,-6.65575986170047,-0.3363193462203249,-7.499921420713829
42,-0.03346377494892344,1.6680598774163142,-0.020179160773220045,-6.808785164230713,1.6815967311016948,-7.869872701555636
43,-0.03388417413169886,1.5496754675467557,-0.006726386924406774,-6.961810466760969,1.8833883388338855,-8.64340719786263
44,-0.035145371680025135,1.4292731415998754,-0.028587144428729033,-7.103064592173504,0.7735344963067603,-8.94609460946068
45,-0.03758368694012257,1.3067688197391178,-0.08239823982398253,-7.2258211535439285,-1.2443815810152496,-8.340719786264312
46,-0.04061056105610561,1.1812376237623772,-0.13452773848813493,-7.36875687568757,-2.556027031274563,-8.138928178532012
47,-0.04346927549897846,1.052259154486878,-0.16647807637906645,-7.540279742259948,-2.7578186390067483,-8.744303001728877
48,-0.04599167059563099,0.9203378909319511,-0.16815967311016836,-7.728618576143336,-1.7152286657237166,-10.055948451988144
49,-0.04784142699984283,0.7876599088480281,-0.14461731887474447,-7.871554298286983,-0.20179160773219076,-10.055948451988268
50,-0.04977526324060977,0.6538888888888892,-0.12611975483262622,-7.967405311959777,0.8071664309288046,-8.542511393996595
51,-0.05070014144271569,0.5172591544868776,-0.094169416941694,-8.06157472890147,1.479805123369487,-6.65912305516267
52,-0.052213578500707195,0.3815122583686945,-0.08744303001728722,-8.122953009586672,1.143485777149145,-5.02797422599377
53,-0.053727015558698736,0.24517680339462566,-0.07903504636177935,-8.17424170988527,0.9416941694169373,-4.136727958509869
54,-0.05524045261669029,0.1082527895646711,-0.09080622347949208,-8.180127298444132,0.06726386924403864,-2.3710513908532604
